wojewodztwo;powiat_miasto;liczba_przypadkow;liczba_na_10_tys_mieszkancow;zgony;zgony_w_wyniku_covid_bez_chorob_wspolistniejacych;zgony_w_wyniku_covid_i_chorob_wspolistniejacych;liczba_zlecen_poz;liczba_osob_objetych_kwarantanna;liczba_wykonanych_testow;liczba_testow_z_wynikiem_pozytywnym;liczba_testow_z_wynikiem_negatywnym;liczba_pozostalych_testow;teryt;stan_rekordu_na
dolnoœl¹skie;strzeliñski;6;1.38;1;0;1;21;213;38;6;32;0;t0217;2020-12-14
dolnoœl¹skie;œredzki;12;2.17;0;0;0;60;311;67;14;52;1;t0218;2020-12-14
dolnoœl¹skie;œwidnicki;18;1.15;2;0;2;82;899;150;23;126;1;t0219;2020-12-14
dolnoœl¹skie;trzebnicki;14;1.64;1;0;1;49;446;79;17;60;2;t0220;2020-12-14
dolnoœl¹skie;wa³brzyski;16;2.89;0;0;0;47;380;86;18;68;0;t0221;2020-12-14
dolnoœl¹skie;wo³owski;6;1.28;0;0;0;28;311;44;9;34;1;t0222;2020-12-14
dolnoœl¹skie;wroc³awski;35;2.27;0;0;0;118;868;180;41;134;5;t0223;2020-12-14
dolnoœl¹skie;z¹bkowicki;17;2.64;1;1;0;41;232;82;17;65;0;t0224;2020-12-14
dolnoœl¹skie;zgorzelecki;26;2.93;0;0;0;64;519;54;26;27;1;t0225;2020-12-14
dolnoœl¹skie;z³otoryjski;6;1.39;0;0;0;11;385;37;10;26;1;t0226;2020-12-14
dolnoœl¹skie;Jelenia Góra;11;1.4;2;1;1;57;329;88;16;72;0;t0261;2020-12-14
dolnoœl¹skie;Legnica;20;2.02;3;1;2;60;485;87;22;64;1;t0262;2020-12-14
dolnoœl¹skie;Wroc³aw;126;1.96;6;0;6;434;2831;1079;156;892;31;t0264;2020-12-14
dolnoœl¹skie;Wa³brzych;31;2.8;2;0;2;75;437;251;40;209;2;t0265;2020-12-14
kujawsko-pomorskie;aleksandrowski;18;3.27;1;0;1;46;246;76;20;56;0;t0401;2020-12-14
kujawsko-pomorskie;brodnicki;9;1.14;0;0;0;68;510;70;12;55;3;t0402;2020-12-14
kujawsko-pomorskie;bydgoski;81;6.78;1;0;1;180;1159;233;88;140;5;t0403;2020-12-14
kujawsko-pomorskie;che³miñski;10;1.93;0;0;0;55;426;53;10;42;1;t0404;2020-12-14
kujawsko-pomorskie;golubsko-dobrzyñski;9;2.0;1;0;1;32;241;46;10;35;1;t0405;2020-12-14
kujawsko-pomorskie;grudzi¹dzki;14;3.48;0;0;0;43;425;77;22;53;2;t0406;2020-12-14
kujawsko-pomorskie;inowroc³awski;21;1.32;0;0;0;178;1019;143;33;110;0;t0407;2020-12-14
kujawsko-pomorskie;lipnowski;21;3.2;2;1;1;39;400;84;24;58;2;t0408;2020-12-14
kujawsko-pomorskie;mogileñski;6;1.32;0;0;0;33;244;24;6;18;0;t0409;2020-12-14
kujawsko-pomorskie;nakielski;50;5.8;0;0;0;124;790;160;53;104;3;t0410;2020-12-14
kujawsko-pomorskie;radziejowski;5;1.24;0;0;0;54;291;30;5;24;1;t0411;2020-12-14
kujawsko-pomorskie;rypiñski;2;0.46;2;0;2;18;180;59;19;38;2;t0412;2020-12-14
kujawsko-pomorskie;sêpoleñski;22;5.38;0;0;0;34;273;73;26;45;2;t0413;2020-12-14
kujawsko-pomorskie;œwiecki;17;1.72;0;0;0;120;988;133;20;111;2;t0414;2020-12-14
kujawsko-pomorskie;toruñski;37;3.4;1;0;1;144;1127;147;39;108;0;t0415;2020-12-14
kujawsko-pomorskie;tucholski;10;2.07;1;0;1;43;435;73;13;57;3;t0416;2020-12-14
kujawsko-pomorskie;w¹brzeski;28;8.21;1;0;1;22;243;57;30;27;0;t0417;2020-12-14
kujawsko-pomorskie;w³oc³awski;20;2.33;1;1;0;76;662;98;28;69;1;t0418;2020-12-14
kujawsko-pomorskie;¿niñski;35;5.0;1;0;1;71;557;132;46;84;2;t0419;2020-12-14
kujawsko-pomorskie;Bydgoszcz;179;5.16;7;3;4;489;2525;717;193;506;18;t0461;2020-12-14
kujawsko-pomorskie;Grudzi¹dz;49;5.21;1;0;1;142;973;354;70;275;9;t0462;2020-12-14
kujawsko-pomorskie;Toruñ;85;4.23;6;2;4;268;1459;434;95;334;5;t0463;2020-12-14
kujawsko-pomorskie;W³oc³awek;32;2.93;2;0;2;93;655;169;45;120;4;t0464;2020-12-14
lubelskie;bialski;21;1.9;0;0;0;65;532;101;24;74;3;t0601;2020-12-14
lubelskie;bi³gorajski;10;0.99;1;0;1;32;221;70;10;60;0;t0602;2020-12-14
lubelskie;che³mski;5;0.64;0;0;0;43;528;40;6;32;2;t0603;2020-12-14
lubelskie;hrubieszowski;12;1.92;1;0;1;27;254;50;13;35;2;t0604;2020-12-14
lubelskie;janowski;4;0.88;0;0;0;8;125;47;7;39;1;t0605;2020-12-14
lubelskie;krasnostawski;4;0.64;0;0;0;52;461;51;6;42;3;t0606;2020-12-14
lubelskie;kraœnicki;26;2.73;1;1;0;66;355;108;31;77;0;t0607;2020-12-14
lubelskie;lubartowski;12;1.36;0;0;0;55;440;58;13;44;1;t0608;2020-12-14
lubelskie;lubelski;65;4.17;0;0;0;133;870;213;67;144;2;t0609;2020-12-14
lubelskie;³êczyñski;10;1.75;1;0;1;39;329;65;11;54;0;t0610;2020-12-14
lubelskie;³ukowski;6;0.56;0;0;0;37;278;67;6;61;0;t0611;2020-12-14
lubelskie;opolski;5;0.85;1;0;1;36;276;35;5;30;0;t0612;2020-12-14
lubelskie;parczewski;3;0.87;0;0;0;17;162;30;4;26;0;t0613;2020-12-14
lubelskie;pu³awski;17;1.51;0;0;0;105;571;116;22;93;1;t0614;2020-12-14
lubelskie;radzyñski;10;1.71;2;1;1;11;155;80;14;66;0;t0615;2020-12-14
lubelskie;rycki;5;0.9;0;0;0;27;234;36;5;31;0;t0616;2020-12-14
lubelskie;œwidnicki;33;4.6;1;0;1;67;585;98;36;62;0;t0617;2020-12-14
lubelskie;tomaszowski;15;1.82;3;0;3;26;286;82;18;64;0;t0618;2020-12-14
lubelskie;w³odawski;14;3.66;0;0;0;22;209;49;14;33;2;t0619;2020-12-14
lubelskie;zamojski;7;0.66;0;0;0;40;258;59;12;45;2;t0620;2020-12-14
lubelskie;Bia³a Podlaska;3;0.52;0;0;0;31;302;60;4;56;0;t0661;2020-12-14
lubelskie;Che³m;12;1.95;0;0;0;92;522;70;13;55;2;t0662;2020-12-14
lubelskie;Lublin;128;3.77;3;0;3;325;1669;518;134;380;4;t0663;2020-12-14
lubelskie;Zamoœæ;7;1.11;0;0;0;53;149;60;9;50;1;t0664;2020-12-14
lubuskie;gorzowski;5;0.69;0;0;0;64;453;72;9;62;1;t0801;2020-12-14
lubuskie;kroœnieñski;8;1.46;0;0;0;56;445;56;9;45;2;t0802;2020-12-14
lubuskie;miêdzyrzecki;10;1.74;1;1;0;53;357;85;17;67;1;t0803;2020-12-14
lubuskie;nowosolski;6;0.7;4;4;0;38;305;94;17;77;0;t0804;2020-12-14
lubuskie;s³ubicki;6;1.28;3;0;3;50;567;57;9;47;1;t0805;2020-12-14
lubuskie;strzelecko-drezdenecki;5;1.02;0;0;0;33;243;77;27;49;1;t0806;2020-12-14
lubuskie;sulêciñski;6;1.71;0;0;0;41;352;91;25;66;0;t0807;2020-12-14
lubuskie;œwiebodziñski;3;0.54;4;0;4;60;390;88;23;65;0;t0808;2020-12-14
lubuskie;zielonogórski;12;1.59;0;0;0;48;404;90;27;62;1;t0809;2020-12-14
lubuskie;¿agañski;16;2.03;0;0;0;53;397;74;17;56;1;t0810;2020-12-14
lubuskie;¿arski;27;2.82;1;0;1;65;486;123;30;89;4;t0811;2020-12-14
lubuskie;wschowski;2;0.52;0;0;0;16;234;34;2;31;1;t0812;2020-12-14
lubuskie;Gorzów Wielkopolski;19;1.54;0;0;0;116;839;179;26;153;0;t0861;2020-12-14
lubuskie;Zielona Góra;24;1.7;4;4;0;138;947;193;28;160;5;t0862;2020-12-14
³ódzkie;be³chatowski;14;1.24;0;0;0;39;388;94;18;75;1;t1001;2020-12-14
³ódzkie;kutnowski;12;1.25;1;1;0;73;530;114;17;96;1;t1002;2020-12-14
³ódzkie;³aski;5;1.0;0;0;0;26;179;41;6;33;2;t1003;2020-12-14
³ódzkie;³êczycki;8;1.61;0;0;0;53;379;71;14;56;1;t1004;2020-12-14
³ódzkie;³owicki;22;2.83;0;0;0;49;332;103;23;78;2;t1005;2020-12-14
³ódzkie;³ódzki wschodni;14;1.93;2;0;2;48;433;81;15;65;1;t1006;2020-12-14
³ódzkie;opoczyñski;7;0.92;0;0;0;17;113;67;9;54;4;t1007;2020-12-14
³ódzkie;pabianicki;25;2.1;0;0;0;110;650;130;27;100;3;t1008;2020-12-14
³ódzkie;pajêczañski;2;0.39;0;0;0;20;178;20;3;17;0;t1009;2020-12-14
³ódzkie;piotrkowski;8;0.88;1;1;0;44;284;77;9;67;1;t1010;2020-12-14
³ódzkie;poddêbicki;9;2.19;0;0;0;38;319;74;19;53;2;t1011;2020-12-14
³ódzkie;radomszczañski;7;0.62;1;0;1;50;386;52;8;44;0;t1012;2020-12-14
³ódzkie;rawski;3;0.62;0;0;0;24;273;44;3;41;0;t1013;2020-12-14
³ódzkie;sieradzki;12;1.02;4;4;0;42;538;134;14;117;3;t1014;2020-12-14
³ódzkie;skierniewicki;3;0.79;0;0;0;15;262;32;3;28;1;t1015;2020-12-14
³ódzkie;tomaszowski;12;1.03;1;0;1;43;512;108;15;88;5;t1016;2020-12-14
³ódzkie;wieluñski;3;0.39;0;0;0;34;326;44;4;38;2;t1017;2020-12-14
³ódzkie;wieruszowski;0;0.0;0;0;0;24;165;20;0;20;0;t1018;2020-12-14
³ódzkie;zduñskowolski;5;0.75;1;1;0;42;343;62;7;53;2;t1019;2020-12-14
³ódzkie;zgierski;40;2.41;0;0;0;158;1075;241;45;191;5;t1020;2020-12-14
³ódzkie;brzeziñski;1;0.32;3;3;0;18;107;25;2;23;0;t1021;2020-12-14
³ódzkie;£ódŸ;217;3.2;11;0;11;715;3912;1405;273;1075;57;t1061;2020-12-14
³ódzkie;Piotrków Trybunalski;9;1.24;1;1;0;56;262;93;14;75;4;t1062;2020-12-14
³ódzkie;Skierniewice;13;2.71;0;0;0;49;224;63;16;45;2;t1063;2020-12-14
ma³opolskie;bocheñski;6;0.56;2;2;0;33;286;66;7;59;0;t1201;2020-12-14
ma³opolskie;brzeski;7;0.75;0;0;0;21;171;75;9;66;0;t1202;2020-12-14
ma³opolskie;chrzanowski;20;1.61;2;2;0;51;318;97;20;77;0;t1203;2020-12-14
ma³opolskie;d¹browski;2;0.34;2;0;2;14;126;23;2;21;0;t1204;2020-12-14
ma³opolskie;gorlicki;12;1.1;0;0;0;24;287;79;14;61;4;t1205;2020-12-14
ma³opolskie;krakowski;18;0.64;0;0;0;143;917;173;23;141;9;t1206;2020-12-14
ma³opolskie;limanowski;4;0.3;0;0;0;10;115;62;4;58;0;t1207;2020-12-14
ma³opolskie;miechowski;5;1.03;0;0;0;8;97;82;12;70;0;t1208;2020-12-14
ma³opolskie;myœlenicki;12;0.94;5;0;5;31;223;75;13;60;2;t1209;2020-12-14
ma³opolskie;nowos¹decki;5;0.23;2;1;1;37;228;87;6;77;4;t1210;2020-12-14
ma³opolskie;nowotarski;4;0.21;1;0;1;17;188;72;6;66;0;t1211;2020-12-14
ma³opolskie;olkuski;4;0.36;0;0;0;38;241;64;4;58;2;t1212;2020-12-14
ma³opolskie;oœwiêcimski;7;0.46;3;0;3;43;464;75;14;60;1;t1213;2020-12-14
ma³opolskie;proszowicki;1;0.23;1;0;1;6;107;24;2;21;1;t1214;2020-12-14
ma³opolskie;suski;10;1.19;4;0;4;34;248;83;11;72;0;t1215;2020-12-14
ma³opolskie;tarnowski;7;0.35;0;0;0;38;391;93;14;78;1;t1216;2020-12-14
ma³opolskie;tatrzañski;1;0.15;0;0;0;11;197;31;1;29;1;t1217;2020-12-14
ma³opolskie;wadowicki;7;0.44;0;0;0;67;459;81;10;70;1;t1218;2020-12-14
ma³opolskie;wielicki;11;0.85;1;0;1;63;373;79;13;63;3;t1219;2020-12-14
ma³opolskie;Kraków;83;1.06;2;2;0;371;2220;572;97;454;21;t1261;2020-12-14
ma³opolskie;Nowy S¹cz;1;0.12;1;0;1;8;129;42;3;37;2;t1262;2020-12-14
ma³opolskie;Tarnów;11;1.02;1;0;1;29;305;64;15;49;0;t1263;2020-12-14
mazowieckie;bia³obrzeski;1;0.3;0;0;0;15;198;17;2;15;0;t1401;2020-12-14
mazowieckie;ciechanowski;6;0.67;1;0;1;62;303;160;37;117;6;t1402;2020-12-14
mazowieckie;garwoliñski;7;0.64;0;0;0;32;288;93;12;77;4;t1403;2020-12-14
mazowieckie;gostyniñski;1;0.22;0;0;0;31;185;53;12;38;3;t1404;2020-12-14
mazowieckie;grodziski;32;3.31;1;1;0;94;825;173;37;136;0;t1405;2020-12-14
mazowieckie;grójecki;21;2.14;0;0;0;76;1237;85;23;60;2;t1406;2020-12-14
mazowieckie;kozienicki;3;0.5;0;0;0;49;291;56;3;53;0;t1407;2020-12-14
mazowieckie;legionowski;19;1.59;0;0;0;96;704;99;25;74;0;t1408;2020-12-14
mazowieckie;lipski;4;1.19;0;0;0;18;110;23;4;19;0;t1409;2020-12-14
mazowieckie;³osicki;1;0.33;0;0;0;11;121;10;1;9;0;t1410;2020-12-14
mazowieckie;makowski;1;0.22;1;0;1;18;115;26;1;25;0;t1411;2020-12-14
mazowieckie;miñski;26;1.68;0;0;0;78;784;121;28;90;3;t1412;2020-12-14
mazowieckie;m³awski;8;1.1;0;0;0;52;355;140;36;96;8;t1413;2020-12-14
mazowieckie;nowodworski;13;1.64;0;0;0;58;349;85;16;68;1;t1414;2020-12-14
mazowieckie;ostro³êcki;7;0.79;1;0;1;27;234;37;7;30;0;t1415;2020-12-14
mazowieckie;ostrowski;5;0.69;0;0;0;25;302;49;9;38;2;t1416;2020-12-14
mazowieckie;otwocki;24;1.93;1;0;1;113;950;211;28;176;7;t1417;2020-12-14
mazowieckie;piaseczyñski;25;1.32;1;1;0;180;1608;259;31;219;9;t1418;2020-12-14
mazowieckie;p³ocki;12;1.08;0;0;0;114;674;161;39;113;9;t1419;2020-12-14
mazowieckie;p³oñski;10;1.15;1;0;1;56;466;96;14;78;4;t1420;2020-12-14
mazowieckie;pruszkowski;27;1.62;0;0;0;151;1302;177;31;144;2;t1421;2020-12-14
mazowieckie;przasnyski;10;1.91;1;0;1;64;408;38;10;28;0;t1422;2020-12-14
mazowieckie;przysuski;4;0.97;0;0;0;15;53;22;4;18;0;t1423;2020-12-14
mazowieckie;pu³tuski;5;0.96;0;0;0;38;210;38;7;31;0;t1424;2020-12-14
mazowieckie;radomski;7;0.46;0;0;0;41;545;104;10;93;1;t1425;2020-12-14
mazowieckie;siedlecki;14;1.72;0;0;0;25;398;64;16;46;2;t1426;2020-12-14
mazowieckie;sierpecki;12;2.32;0;0;0;29;239;86;30;52;4;t1427;2020-12-14
mazowieckie;sochaczewski;6;0.71;1;0;1;53;562;73;9;61;3;t1428;2020-12-14
mazowieckie;soko³owski;3;0.56;0;0;0;8;147;28;4;24;0;t1429;2020-12-14
mazowieckie;szyd³owiecki;1;0.25;0;0;0;12;138;33;1;32;0;t1430;2020-12-14
mazowieckie;warszawski zachodni;30;2.51;0;0;0;108;1137;144;34;105;5;t1432;2020-12-14
mazowieckie;wêgrowski;8;1.22;0;0;0;36;296;87;24;57;6;t1433;2020-12-14
mazowieckie;wo³omiñski;28;1.11;5;0;5;181;1378;280;36;241;3;t1434;2020-12-14
mazowieckie;wyszkowski;4;0.54;0;0;0;42;242;39;4;34;1;t1435;2020-12-14
mazowieckie;zwoleñski;2;0.56;1;0;1;11;164;23;3;19;1;t1436;2020-12-14
mazowieckie;¿uromiñski;4;1.04;0;0;0;22;92;33;5;28;0;t1437;2020-12-14
mazowieckie;¿yrardowski;14;1.85;0;0;0;95;583;107;19;86;2;t1438;2020-12-14
mazowieckie;Ostro³êka;3;0.58;1;1;0;30;115;28;3;24;1;t1461;2020-12-14
mazowieckie;P³ock;30;2.52;0;0;0;110;651;275;71;186;18;t1462;2020-12-14
mazowieckie;Radom;14;0.66;1;0;1;113;702;311;18;289;4;t1463;2020-12-14
mazowieckie;Siedlce;6;0.77;1;0;1;25;266;87;17;68;2;t1464;2020-12-14
mazowieckie;Warszawa;318;1.77;5;0;5;1255;9490;2646;373;2229;44;t1465;2020-12-14
opolskie;brzeski;16;1.79;2;0;2;84;420;68;24;43;1;t1601;2020-12-14
opolskie;g³ubczycki;9;1.99;1;1;0;35;242;39;14;25;0;t1602;2020-12-14
opolskie;kêdzierzyñsko-kozielski;11;1.18;3;0;3;70;525;90;15;74;1;t1603;2020-12-14
opolskie;kluczborski;13;1.99;0;0;0;33;397;40;16;24;0;t1604;2020-12-14
opolskie;krapkowicki;5;0.79;1;0;1;23;266;66;8;58;0;t1605;2020-12-14
opolskie;namys³owski;5;1.17;0;0;0;19;274;18;6;12;0;t1606;2020-12-14
opolskie;nyski;19;1.4;1;1;0;62;497;114;23;90;1;t1607;2020-12-14
opolskie;oleski;4;0.62;0;0;0;29;256;37;5;32;0;t1608;2020-12-14
opolskie;opolski;3;0.24;2;0;2;62;616;63;3;60;0;t1609;2020-12-14
opolskie;prudnicki;7;1.27;1;0;1;26;156;48;9;39;0;t1610;2020-12-14
opolskie;strzelecki;23;3.1;4;1;3;57;472;92;26;66;0;t1611;2020-12-14
opolskie;Opole;13;1.02;2;0;2;103;812;131;19;112;0;t1661;2020-12-14
podkarpackie;bieszczadzki;1;0.46;0;0;0;11;39;27;1;25;1;t1801;2020-12-14
podkarpackie;brzozowski;5;0.76;0;0;0;9;114;109;7;102;0;t1802;2020-12-14
podkarpackie;dêbicki;5;0.37;0;0;0;19;190;127;9;115;3;t1803;2020-12-14
podkarpackie;jaros³awski;22;1.83;0;0;0;41;319;153;47;102;4;t1804;2020-12-14
podkarpackie;jasielski;29;2.56;0;0;0;26;181;172;37;133;2;t1805;2020-12-14
podkarpackie;kolbuszowski;5;0.8;0;0;0;18;109;86;25;61;0;t1806;2020-12-14
podkarpackie;kroœnieñski;14;1.25;0;0;0;26;152;124;32;92;0;t1807;2020-12-14
podkarpackie;le¿ajski;3;0.43;0;0;0;16;99;54;7;45;2;t1808;2020-12-14
podkarpackie;lubaczowski;17;3.09;0;0;0;30;311;91;19;70;2;t1809;2020-12-14
podkarpackie;³añcucki;36;4.44;0;0;0;36;278;155;46;109;0;t1810;2020-12-14
podkarpackie;mielecki;7;0.51;0;0;0;34;294;272;54;218;0;t1811;2020-12-14
podkarpackie;ni¿añski;4;0.6;0;0;0;33;253;87;8;79;0;t1812;2020-12-14
podkarpackie;przemyski;10;1.35;0;0;0;19;356;57;17;39;1;t1813;2020-12-14
podkarpackie;przeworski;26;3.32;1;0;1;24;159;165;38;117;10;t1814;2020-12-14
podkarpackie;ropczycko-sêdziszowski;5;0.67;0;0;0;2;97;64;10;54;0;t1815;2020-12-14
podkarpackie;rzeszowski;35;2.06;0;0;0;67;464;246;45;199;2;t1816;2020-12-14
podkarpackie;sanocki;4;0.42;0;0;0;24;107;91;6;85;0;t1817;2020-12-14
podkarpackie;stalowowolski;15;1.42;2;0;2;53;402;111;33;78;0;t1818;2020-12-14
podkarpackie;strzy¿owski;5;0.82;1;0;1;20;214;73;10;56;7;t1819;2020-12-14
podkarpackie;tarnobrzeski;7;1.32;0;0;0;20;186;162;41;121;0;t1820;2020-12-14
podkarpackie;leski;3;1.14;0;0;0;9;49;27;3;24;0;t1821;2020-12-14
podkarpackie;Krosno;6;1.3;0;0;0;17;81;74;16;58;0;t1861;2020-12-14
podkarpackie;Przemyœl;5;0.83;0;0;0;27;191;50;8;41;1;t1862;2020-12-14
podkarpackie;Rzeszów;36;1.83;3;2;1;73;481;370;54;312;4;t1863;2020-12-14
podkarpackie;Tarnobrzeg;6;1.29;0;0;0;19;160;259;74;185;0;t1864;2020-12-14
podlaskie;augustowski;7;1.21;0;0;0;33;261;34;11;23;0;t2001;2020-12-14
podlaskie;bia³ostocki;34;2.26;0;0;0;90;682;179;41;138;0;t2002;2020-12-14
podlaskie;bielski;8;1.48;0;0;0;32;234;66;9;57;0;t2003;2020-12-14
podlaskie;grajewski;13;2.76;0;0;0;19;201;42;14;28;0;t2004;2020-12-14
podlaskie;hajnowski;6;1.42;0;0;0;25;250;49;6;43;0;t2005;2020-12-14
podlaskie;kolneñski;10;2.63;0;0;0;17;94;23;10;13;0;t2006;2020-12-14
podlaskie;³om¿yñski;2;0.39;0;0;0;15;229;26;4;22;0;t2007;2020-12-14
podlaskie;moniecki;4;0.99;0;0;0;16;163;40;5;35;0;t2008;2020-12-14
podlaskie;sejneñski;1;0.5;0;0;0;4;96;5;2;3;0;t2009;2020-12-14
podlaskie;siemiatycki;3;0.68;1;0;1;12;132;35;9;26;0;t2010;2020-12-14
podlaskie;sokólski;6;0.91;0;0;0;58;340;63;7;56;0;t2011;2020-12-14
podlaskie;suwalski;4;1.12;0;0;0;13;179;22;4;18;0;t2012;2020-12-14
podlaskie;wysokomazowiecki;12;2.12;0;0;0;25;277;52;13;39;0;t2013;2020-12-14
podlaskie;zambrowski;5;1.15;0;0;0;32;246;31;6;25;0;t2014;2020-12-14
podlaskie;Bia³ystok;41;1.38;4;1;3;254;1293;434;48;384;2;t2061;2020-12-14
podlaskie;£om¿a;8;1.27;0;0;0;46;244;49;9;40;0;t2062;2020-12-14
podlaskie;Suwa³ki;8;1.15;0;0;0;64;455;44;14;30;0;t2063;2020-12-14
pomorskie;bytowski;6;0.76;0;0;0;51;370;110;7;103;0;t2201;2020-12-14
pomorskie;chojnicki;10;1.02;1;0;1;53;452;48;12;36;0;t2202;2020-12-14
pomorskie;cz³uchowski;11;1.97;1;0;1;61;424;35;12;23;0;t2203;2020-12-14
pomorskie;gdañski;24;2.01;2;1;1;141;1097;140;30;104;6;t2204;2020-12-14
pomorskie;kartuski;16;1.14;3;0;3;89;765;121;18;100;3;t2205;2020-12-14
pomorskie;koœcierski;12;1.65;2;2;0;47;369;64;16;48;0;t2206;2020-12-14
pomorskie;kwidzyñski;5;0.6;0;0;0;61;474;75;12;62;1;t2207;2020-12-14
pomorskie;lêborski;2;0.3;2;0;2;34;268;62;2;58;2;t2208;2020-12-14
pomorskie;malborski;19;3.0;0;0;0;78;571;65;21;41;3;t2209;2020-12-14
pomorskie;nowodworski;14;3.95;1;0;1;30;324;42;17;22;3;t2210;2020-12-14
pomorskie;pucki;20;2.29;1;0;1;72;537;118;20;97;1;t2211;2020-12-14
pomorskie;s³upski;13;1.32;0;0;0;76;816;87;14;73;0;t2212;2020-12-14
pomorskie;starogardzki;16;1.25;0;0;0;87;680;76;17;59;0;t2213;2020-12-14
pomorskie;tczewski;11;0.95;7;0;7;115;764;73;16;55;2;t2214;2020-12-14
pomorskie;wejherowski;34;1.55;4;0;4;218;1377;198;41;152;5;t2215;2020-12-14
pomorskie;sztumski;6;1.46;1;0;1;41;351;37;7;30;0;t2216;2020-12-14
pomorskie;Gdañsk;177;3.75;2;0;2;507;3989;903;195;660;48;t2261;2020-12-14
pomorskie;Gdynia;78;3.17;0;0;0;296;1653;340;86;243;11;t2262;2020-12-14
pomorskie;S³upsk;16;1.77;2;0;2;80;877;167;19;146;2;t2263;2020-12-14
pomorskie;Sopot;15;4.22;0;0;0;22;163;47;15;32;0;t2264;2020-12-14
œl¹skie;bêdziñski;30;2.03;1;0;1;83;547;219;34;183;2;t2401;2020-12-14
œl¹skie;bielski;16;0.96;1;0;1;117;845;150;18;126;6;t2402;2020-12-14
œl¹skie;cieszyñski;15;0.84;0;0;0;67;619;117;16;99;2;t2403;2020-12-14
œl¹skie;czêstochowski;17;1.27;1;1;0;68;356;118;19;97;2;t2404;2020-12-14
œl¹skie;gliwicki;24;2.08;0;0;0;73;567;118;26;90;2;t2405;2020-12-14
œl¹skie;k³obucki;7;0.83;1;0;1;29;281;69;7;62;0;t2406;2020-12-14
œl¹skie;lubliniecki;6;0.79;2;0;2;44;256;60;6;51;3;t2407;2020-12-14
œl¹skie;miko³owski;17;1.71;0;0;0;68;417;97;18;78;1;t2408;2020-12-14
œl¹skie;myszkowski;14;1.98;1;0;1;44;296;51;15;36;0;t2409;2020-12-14
œl¹skie;pszczyñski;16;1.43;1;0;1;50;365;91;16;72;3;t2410;2020-12-14
œl¹skie;raciborski;9;0.83;3;0;3;45;321;74;9;63;2;t2411;2020-12-14
œl¹skie;rybnicki;5;0.64;1;0;1;34;291;65;6;57;2;t2412;2020-12-14
œl¹skie;tarnogórski;33;2.34;0;0;0;97;583;161;35;122;4;t2413;2020-12-14
œl¹skie;bieruñsko-lêdziñski;10;1.67;1;0;1;44;267;48;12;36;0;t2414;2020-12-14
œl¹skie;wodzis³awski;8;0.51;3;0;3;68;420;120;10;106;4;t2415;2020-12-14
œl¹skie;zawierciañski;20;1.71;2;1;1;69;338;103;27;74;2;t2416;2020-12-14
œl¹skie;¿ywiecki;4;0.26;3;0;3;52;536;96;6;88;2;t2417;2020-12-14
œl¹skie;Bielsko-Bia³a;29;1.7;2;0;2;118;635;147;34;110;3;t2461;2020-12-14
œl¹skie;Bytom;16;0.97;3;0;3;85;459;138;20;117;1;t2462;2020-12-14
œl¹skie;Chorzów;10;0.93;0;0;0;63;335;98;12;85;1;t2463;2020-12-14
œl¹skie;Czêstochowa;32;1.46;4;0;4;97;554;239;40;193;6;t2464;2020-12-14
